,Region,Sub Region,Country,Drug Group,Drug,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3800,,,,Heroine and Morphine,Heroin,3.63499999046326,0.552999973297119,0.721000015735626,4.56799983978271,2.57599997520447,4.9850001335144,5.75799989700317,4.00899982452393,12.0459995269775,5.32999992370605,3.1800000667572,10.9759998321533,10.8000001907349,18.1000003814697,26.326000213623,48.3899993896484,74.0800018310547,55.5089988708496,37.3470001220703,45.81,51.5,67.905,59.106,52.126,129.12,36.374,93.094,8.021,55.207,130.101,102.0,14.663,44.45,54.96,44.38,61.1,13.41,99.05,48.32
3801,,,,,Illicit morphine,0.4631999916285278,0.00899999961256981,0.0399999991059303,0.002200000097975132,0.016399999685585528,,,,,0.00430000006407499,0.0816000012159347,,0.04400000063702463,0.00100000004749745,0.00100000004749745,0.36989999694377096,,0.0109999999403954,0.01130000042915344,0.122900001816452,0.200500002987683,0.196300002925098,0.188900002770126,0.345800005123019,0.291100004322827,0.337800004988909,0.209800003126264,0.452100006707013,0.23590000347048,0.258800003841519,,0.0596000008881092,,,,,,,
3802,,,,Marijuana (herb),Marijuana (herb),114.0,19.0,127.0,10.8599996566772,31.2299995422363,,,,,,8.08899974822998,5.42600011825562,6.11199998855591,,3.58899998664856,19444.568359375,70.0,44.0950012207031,88.1719970703125,16.471,20.905,35.384,105.654,48.247,34.409,43.764,28.764,75.676,151.71,121.909,209.0,220.381,329.6,480.74,506.23,257.7,562.96,385.05,272.75
3803,,,,Opium,Opium,0.635999992489815,,,0.300000011920929,0.00300000002607703,,,,,,0.170000001788139,,0.25,0.0189999993890524,2.83999991416931,0.050300000756979026,1.28799998760223,0.0230000000447035,2.49799990653992,1.661,9.8,3.214,0.121,0.042,7.917,2.02,0.478,0.483,4.136,1.344,,0.023,1.3,4.44,0.63,8.55,1.16,0.47,8.41
3804,,,,Other drugs,Any Illicit drugs,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,,,,,Barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01450999985449016,0.000979999978095293,0.012909999711439,0.000119999997317791,0.00126999997161329,,1.99999995529652e-05,
3806,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83113982142881,13.3148697023895,11.3155797470771,10.3159797694199,7.53287983162701,8.08815981921554,7.0171798431538,8.98494979917072
3807,,,,,Cannabis oil,0.00700000021606684,0.0759999975562096,,24.1000003814697,0.0689999982714653,,,,,,0.00100000004749745,0.00499999988824129,,,0.75900000333786,0.0020000000949949,0.0520000010728836,0.30799999833107,0.034000001847744,0.026,0.028,0.009,1.683,0.005,0.014,0.01,0.003,0.013,0.028,0.016,,0.01,0.5,1.903,0.74,0.148,0.484,3.99,
3808,,,,,Cannabis plants,,,,4.03800010681152,61.2,83.9,,,,,,,,,3.12199997901917,11.6090002059937,7.30000019073486,23.3290004730225,23.0410003662109,28.546,18.854,29.928,15.922,21.444,131.514,43.829,50.117,119.166,347.089,56.042,156.0,209.488,140.94,152.62,275.5,62.1,48.1,42.91,
3809,,,,,Coca leaf,,,,,,,,,,,,,,,,,,,0.00100000004749745,3.42,,,0.03,0.082,,0.001,,0.028,,,,0.018,0.87,,0.21,0.096,1.95,3.02,
3810,,,,,Depressants (excluding Methaqualone),0.0691699984539301,0.229389994872734,0.350959992155433,0.120369997309521,0.151579996611923,,36.9990005493164,0.704059984263033,0.612359986312687,,,,,0.153989996558055,0.385889991374686,0.34078999238275,0.539079987950623,1.29999997094274,1.0839499796833811,1.81699995965511,4.17847990756482,9.089059810411179,12.635139720175399,5.756059874583039,5.67259988212585,13.34008987194486,10.7870797722563,8.0586498367507,5.74680993040092,1274.734239849478,,,,,,,,,
3811,,,,,GBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,,275.61,43.16,,907.7,222.42,190.08,
3812,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,10.754,47.165,911.0344000013173,30.529000002056357,0.572500008530915,4.3,66.664,42.117,233.399993896484,83.4,519.536,126.21,118.05,86.95,150.3,123.15,170.75,
3813,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23837500005029144,0.666175001999363,1.045,0.06,0.19,0.13200000002980233,
3814,,,,,LSD,2.11499994657061e-05,1.07499997284322e-05,,4.14999989516218e-06,5.94999984969036e-06,,0.000113499997132749,,9.99999974737875e-08,3.64999990779324e-06,0.612999975681305,0.194000005722046,0.000169849995709228,1.21499996930652e-05,0.000237899993990141,6.60499983314367e-05,2.75499993040285e-05,0.000344399991299724,0.00014164999642162,2.41499993899197e-05,4.46499988720461e-05,2.08499994732847e-05,8.59999978274573e-06,1.11999997170642e-05,3.07999992219266e-05,6.94999982442823e-06,1.1299999714538e-05,1.29999996715924e-06,1.2249999690539e-05,2.54999993558158e-05,8.69999978021951e-06,4.4249998882151e-05,7.01999982265988e-05,0.000288899992701772,,0.000381099990372604,0.000498799987399252,,0.000578299985390913
3815,,,,,Non-specified,,,,,,,,,,,,,0.0311799993030727,0.0169699996206909,0.0650699985455722,0.0587699986863881,0.14430999677442,0.160759996406734,0.283489998133853,0.0956999979503453,0.0574199988953769,,,,,0.01,,,,,,,,,,,,,
3816,,,,,Non-specified hallucinogens,0.000300000004470348,,0.559699991576374,0.5720000025629999,0.4849999918788672,,,,,,,,,,,,,,,,0.0182000002712011,0.375,0.8420000000447034,1.109,5.81620000037551,6.3640000030696395,1.690200000628829,3.452600000500679,2.614800008103251,8.69650010477752,,,,,,,,,
3817,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.040400000602006894,0.2537000037804248,4.9583000011369585,0.5305000079050656,0.1630000024288891,0.02330000034719706,
3818,,,,,Other illicit opioids,0.23427500751428298,0.00425000006332993,0.0350000001490116,,,,,,,0.13107500195317,0.208725003110245,,0.129275001926348,0.0882000013142824,0.144925002159551,0.161350002404302,,,,0.258425003597513,0.20117500298284,0.726975007032976,2.46652502548881,1.133750005286187,1.170900004707277,0.6253750042077151,0.524525007458404,0.876300004832447,0.398200003370643,0.387500004731119,,,,,,,,,
3819,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.471,1.159,0.038,35.0,0.86,,
3820,,,,,Other NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1172000001221896,0.01780000011622906,0.061250000018626446,
3821,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.245,2.674,4.83,,2.3,2.14,2.61,
3822,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0274399993866682,0.0281799993701279,205.81377999924496,0.035619999203831,0.0241599994599819,0.243129994565621,
3823,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.1
3824,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0578000118881459,,0.354550005283207,0.1745000026002527,0.2121000031605359,,0.16065000224485992,
3825,,,,,Phenethylamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,1.2103899999912828,,,0.00196499995607883,,,
3826,,,,,Piperazines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.310200003132224,0.838300012491643,0.058600000873208,,,,,
3827,,,,,Plant-based NPS,,,,,,,,,,189.529006958008,201.479995727539,205.919006347656,267.0,246.199996948242,721.888504394531,1333.63195800781,1544.30004882813,1725.44702148438,2869.55395507813,,4309.205,2296.24,1674.709,4823.659,3668.015,2766.11,2762.271,7747.251,8842.0,3071.571,3668.0,7208.975,,,,,,,
3828,,,,,Poppy plants,0.017000000923872,,7.1,5.5,0.6,,,,,,22.319999980926514,,,81.5999984741211,0.345999985933304,252.792007446289,,0.115000002086163,0.0700000002980232,,0.001,,,,,,,,,,,,,,,,,,
3829,,,,,Poppy seed,,,,,,,,,,,,,,,,,41.0999984741211,,,0.008049000002327375,,,,,,0.2,,,,,,,,,,,,,
3830,,,,,Synthetic cannabinoids (Spice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048,,,,,,,
3831,,,,,Synthetic cathinones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7020000000000001,0.59,,0.875,0.54,0.16,
3832,,,Poland,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,51.453,141.6,194.96,161.516,192.95,236.348,461.960866051758,332.352011,423.65139999995006,342.32443270000005,421.65186,534.312759,395.35480700000005,613.7479269999999,725.72,782.875313,695.950015,945.27,633.4216379999999,1322.88
3833,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163275,5.7282,0.026233,0.00272,1.1617,519.9333,4.2509,38.01,41.0,51.11,17.94,32.6,30.88
3834,,,,,Non-specified ATS,,,,,,,,,,16.0,,5.0,49.560001373291,27.5,35.5,18.8700008392334,15.2530002593994,27.1499996185303,51.5029983520508,,,,,,,,,,,6.0,,,,,,,961.21,,
3835,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.104,53.0,23.052000000000003,2.94,8.72,37.5,47.437,112.71975,1.7975
3836,,,,,Prescription stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16275,0.0075
3837,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,109.800003051758,48.7999992370605,107.370002746582,525.700012207031,383.231994628906,31.3780002593994,15.5010004043579,21.1569995880127,20.082,5.664,,422.179,401.225,21.721,16.871,21.928,160.981,,117.49068,,,,,,,,,
3838,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.027,78.121,213.39,20.57,31.46,218.61,448.76,81.05,277.42
3839,,,,Ecstasy,Ecstasy-type substances,,,,,,,,0.0189999993890524,0.0109999999403954,0.0149999996647239,,,,,,,,,0.470456,1.712449,35.098023,63.071185,10.346509,27.059108000000002,73.001167,133.60858399999998,39.418419,172.665115,0.142873,59.247646,73.126911,20.350531999999998,10.594932,12.465187,64.970588,111.16010600000001,80.68946700000001,42.085216,467.209272
3840,,,,Hashish (resin),Hashish (resin),,2.0,0.017000000923872,,,,,,,,,,3.09999990463257,6595.0,17.0,10001.3408203125,5.25299978256226,628.0,8.17599964141846,49.203,,9.426,217.346,33.64,41.052,19.29653500021994,34.61,33.127,114.68085,17.14177,85.422,59.139,38.946,208.39,98.64,842.87,32.89,1237.1645900001824,8316.1
3841,,,,Heroine and Morphine,Heroin,51.5800018310547,12.8149995803833,,1.89999997615814,9.80000019073486,,,,,,,13.0,5.94000005722046,12.5,64.3000030517578,66.3539962768555,43.1889991760254,142.811996459961,67.4049987792969,44.947,508.063,208.106,293.207,6.913,77.092,41.152,154.77,177.992,78.91465,7.64772,24.825,51.359,35.625,5.03,272.71,3.803,9.02,2.49,8.77
3842,,,,,Illicit morphine,,,,,,,,,0.0020000000949949,,,,,,,,,,,,0.6054000002592802,,,,,0.0777000011578202,0.00500000007450581,,0.37129000476837204,5.25,0.0220000003278255,,0.00420000006258488,0.05,0.00100000001490116,0.0210000003129244,0.3,,
3843,,,,Marijuana (herb),Marijuana (herb),0.100000001490116,0.00999999977648258,,,,,,,,,11.0,8.02999973297119,2.79999995231628,566.0,164.0,2086.57202148438,2631.15600585938,62.476001739502,62.1459999084473,847.901,139.0,74.306,495.7,198.152,205.735,227.293,400.76,353.204,478.66986799999995,883.37089,1501.149,1265.403,1489.251,1242.83,2720.37,1830.4,2569.44,3620.196,4259.8
3844,,,,Opium,Opium,0.0020000000949949,,,,0.00100000004749745,3.5,0.00100000004749745,0.0299999993294477,0.0020000000949949,,,,,,8.0,,,,,,55.0,,16.0,54.0,,0.295,,,,55.0,,,,,,,,,
3845,,,,Other drugs,Anabolic steroids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.47,66.31,1117.3
3846,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023779999468475595,0.0219699995089322,0.0210999995283782,0.003499999921768907,,0.6441999992355705
3847,,,,,Cannabis oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,2.0,170.47,2.883600033521652,
3848,,,,,Cannabis plants,0.0120000001043081,,,0.0230000000447035,0.00100000004749745,,,,,,,,,2400.0,1600.0,8000.0,200.0,12105.0751953125,1904.36206054688,900.0,1.008,15.0,1600.0,8616.3,1544.0,3348.8,391.7,407.902,301.4,110.7,5479.9,5291.4,6158.5,6928.5,0.0,10333.9,10851.6,44.8,
3849,,,,,Cannabis seed,,,,,0.00100000004749745,,,,,,,,,,400.0,200.0,150.0,300.0,,4.016,0.0119999997317791,,,,,,,,,,,,,,,,,,
3850,,,,,Coca leaf,,,,,,,,,,,,,,,,,,,,,,45.298,,,,,,,28.71005,,,,,0.0,,,,,
3851,,,,,Depressants (excluding Methaqualone),1.81900000572205,0.958999991416931,0.904999971389771,1.1690000295639,0.660000026226044,0.852999985218048,1.16700005531311,1.19000005722046,0.689999997615814,0.709999978542328,,,,,,,,,,,,,0.0513199988529086,36.8182891770471,0.500389988815412,,0.00927999979257584,10.001,,0.00569,,,,,,,,,
3852,,,,,Ephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,,,0.14,1.37,
3853,,,,,GBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27010.0,16898.0,729.14
3854,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,,,,,2.14499998092651,,,,,,,,,,,220.6,,4.2
3855,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00577,
3856,,,,,LSD,,,,,,,,,,,,,,,,,,2.70999993153964e-05,0.000745099981177191,0.000704949982191465,0.000182949995378294,3.35999991511926e-05,3.98499989933043e-05,0.00103009997397749,0.00171439995669061,0.000111299997188326,7.22499981748115e-05,1.63499995869643e-05,1.76499995541235e-05,3.20999991890858e-05,6.76499982910173e-05,,0.0014586499631514,2.28499994227605e-05,0.000272799993108492,,8.29999979032436e-06,0.0025632999989061503,0.01017719999552355
3857,,,,,Methaqualone,,,,,,0.0320000015199184,0.00700000021606684,0.0219999998807907,0.0560000017285347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,,,,,Non-specified,0.0370000004768372,0.0020000000949949,0.0599999986588955,1.69700002670288,0.259999990463257,0.0750000029802322,0.915000021457672,0.0659999996423721,,,,,,,,,,,,,,,,,,,,,,,,,10.8187597581819,6.86,,,,,
3859,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,3.727,8.9246000444293,11.5,2.58,0.125,1.787,0.311800004646182,0.149400002226233,,,,,,,,,
3860,,,,,Non-specified precursors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54643.67
3861,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,3.8,2.18,,
3862,,,,,Other illicit opiates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.206,,3.591,0.294,,,,,
3863,,,,,Other illicit opioids,0.797999978065491,1.13900005817413,1.08500003814697,0.629000008106232,0.181999996304512,0.386999994516373,0.323000013828278,0.340000003576279,0.145999997854233,0.159999996423721,,,176.199996948242,189.600006103516,223.0,76.0,2801.0,1004.0,395.0,389.0,3.5043500000648202,,193.0,1551.0,,,,3.22699999809265,,23.0,,,,,,,,0.12527500156871998,0.0328500004895031
3864,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,6.051,,1.05,
3865,,,,,Other NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.5
3866,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.0713,1.78,0.0,,,,0.44,0.12
3867,,,,,Other precursors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,5000.0,1580.0
3868,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018669999582693,,,,,,0.42,
3869,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98299991097301,,0.00452,,,,,,,,,
3870,,,,,Other types of cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
3871,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0180000002682209,,5.132250002045184,1.015,0.000500000007450581
3872,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,24.933,,,3247.6,22.8,0.41350000000000003,
3873,,,,,Poppy plants,,,,,,2000.0,2000.0,5000.0,5000.0,4500.0,2040.0,,3785.0,5410.0,8010.0,1100.0,1000.0,8500.0,4000.0,3553.0,,,,,,408.75,,207.13,,,,,,,,,,,
3874,,,,,Synthetic cannabinoids (Spice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.858,,,,,2.1,
3875,,,,,Synthetic cannabinoids under international control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00114,
3876,,,,,Synthetic cathinones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,9.96,35.20492,65.39,0.04,
3877,,,,,Tryptamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99999994947575e-07,
3878,,,Portugal,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,0.009760999999999999,,0.007325,0.648602,0.064625,0.498096,0.144156,33.743288,1.4457119999999999,0.434236,0.3402785,0.738842,0.182108,0.217,0.337301,1.846,2.479481,6.497276,0.803776,0.368593
3879,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,0.119,,,0.00028,0.004,0.01,4.39,,0.0016,0.00072,0.183,0.0197
3880,,,,,Non-specified ATS,0.15025,1.527,0.543,1.43900001049042,0.00400000018998981,0.0149999996647239,0.101999998092651,0.0020000000949949,2.01699995994568,0.00300000002607703,0.0419999994337559,0.550000011920929,,,,0.17375,1.02325,0.1562499993890524,0.28275,7.926,0.0345,0.0025,,,0.704,0.6,0.35975,4.9685,,0.898,,,,,,,,,
3881,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00375,,81.84,,,,,0.10889,
3882,,,,,Prescription stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13,0.008,,0.0008,,,
3883,,,,Cocaine,"Cocaine (base, paste and salts)",0.0359999984502792,75.5419998168945,4.33799982070923,46.4640007019043,59.3310012817383,69.963996887207,164.667999267578,222.123001098633,301.490997314453,793.101013183594,360.350006103516,1094.19604492188,1860.03894042969,218.807006835938,1719.41296386719,2115.8349609375,811.567993164063,3162.64111328125,624.948974609375,822.56,3075.374,5573.994,3140.103,3021.121,7422.752,18083.231,34477.476,7362.975,4877.905,2697.08091,,,,,,,,,
3884,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3244.35,3678.217,4011.2770000001487,2439.72,3715.15,6028.66,1046.501,2734.14,5540.668
3885,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,0.664,,0.136,,0.01,0.004,,,0.001,0.031,0.122,0.023,4.0,0.143,0.01748,0.0159,0.01801,0.01346
3886,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,0.166394,0.020867,,,0.00271,8.573449,7.999229,34.356221,61.963286,44.516275,29.606185,41.583901999999995,32.795285,17.065565,13.201493,2.184649,13.10827,2.111361,7.594679999999999,3.944134,1.942799,13.803114,40.995525,4.589385,20.373295
3887,,,,Hashish (resin),Hashish (resin),31.0,,1121.0,240.735992431641,5816.4189453125,1837.99096679688,5384.52587890625,4917.2822265625,342.795013427734,4595.380859375,9545.1123046875,7629.97119140625,11711.94140625,52654.61328125,40392.69921875,6334.287109375,5324.0908203125,9621.1826171875,5747.79296875,10636.075,30467.121,6472.688,7022.029,31555.686,28994.459,28258.016,8458.418,42772.113,61203.852,22965.5813,34773.666,14634.884,18313.90675500007,8689.0,32877.46,2411.98,7067.887,14791.46,4173.391
3888,,,,Heroine and Morphine,Heroin,0.897000014781952,1.39800000190735,1.55400002002716,5.84000015258789,18.1949996948242,3.52500009536743,18.8430004119873,29.9080009460449,33.4169998168945,60.6119995117188,35.9729995727539,61.8050003051758,41.3709983825684,92.0189971923828,89.0380020141602,65.5070037841797,46.6969985961914,57.3889999389648,96.6660003662109,76.417,567.577,321.039,96.315,72.365,99.047,182.266,144.295,61.669,68.09,128.07,46.947,72.908,65.54,55.457,38.69,97.27,56.92,29.48,27.389999999999997
3889,,,,,Illicit morphine,,0.0540000014007092,0.096000000834465,0.00400000018998981,0.0020000000949949,,,,,,,0.063000001013279,,,,,0.00110000001639128,,0.00499999988824129,0.00850000012665987,0.024100000359118,0.05270000014454126,0.00350000005215406,,,,,0.000100000001490116,,,,,,18.85,,0.0052,0.000400000005960464,,
3890,,,,Marijuana (herb),Marijuana (herb),190.0,393.0,112.0,838.948974609375,573.698974609375,31.4360008239746,147.382995605469,17.7959995269775,77.5719985961914,38.0789985656738,60.7029991149902,123.46199798584,208.462005615234,1190.81005859375,32.6940002441406,159.891998291016,35.9710006713867,72.2399978637695,7.11499977111816,65.766,223.212,234.533,361.026,264.821,119.468,121.394,151.915,133.3,36.634,5044.57,40.049,107.873,48.388000000000005,95.71,137.132,223.73,264.4,410.38,137.594
3891,,,,Opium,Opium,0.10700000077486,0.0149999996647239,1.0,0.10700000077486,,0.00100000004749745,,,0.100000001490116,,,,,0.578000009059906,,,,0.0120000001043081,0.00100000004749745,,2.85,0.0381000009179115,0.386200012087822,0.583600013256073,0.509100018441677,1.784,0.00340000009536743,0.9306000012159348,5.15370020478964,0.0530000020265579,0.0047,0.021,0.0516000020503998,6.55,0.008,0.0079,,0.0235,0.641
3892,,,,Other drugs,Any Illicit drugs,,,,,,,,,,,,,,,,,,,,,,14.285,21.336,93.683,,,,,,,,,,,,,,,
3893,,,,,Barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,
3894,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020969999531284,0.0064299998562783,,0.016809999646619,0.00589999986812472,0.02157999997831881,0.00189999995753169,0.00391999991238117,0.000329999992623925
3895,,,,,Cannabis oil,,,0.034000001847744,0.975000023841858,0.00100000004749745,0.0299999993294477,0.360000014305115,0.00700000021606684,,,,0.00100000004749745,,,,,,,,0.001,0.004,0.134,0.01430000013113022,,,,,,0.165,,0.0,,,,,0.09073,0.22518000001192093,0.0092,0.273
3896,,,,,Cannabis plants,46.0,6.9,1.5,12.8,39.7,8388.239990234375,38.5,85.0,10.4,41.0,10.1,85.0,9.4,11.1,7.4,14.5,164.6,798.2,1731.6,118.4,229.836,380.7,315.251,266.85,224.6,373.2,243.412,324.727,325.2,867.1,572.918,587.418,778.8,848.7800000000001,451.7,655.63,463.4,2291.0,891.681
3897,,,,,Cannabis seed,,0.000379999991506338,,,,,,,,,,,,,,5.99999986588955e-05,0.46399998664856,0.000529999988153577,1.56299996376038,38.37744999998994,1.741009999955073,,0.0403599990978837,,2.015639998778701,,,3.5,0.6,1.1209499995317311,7.051779998574406,2.6255199995636938,1.711099997740239,2.2486799918487668,2.1771499993260948,0.7537799987109751,5.200079998634756,0.32946999785847964,13.639959999531508
3898,,,,,Coca leaf,,7.0,,,,,,,,,,,,,,,,0.0430000014603138,0.0199999995529652,,,,0.01,,0.187,1.097,,17.903,0.275,,0.708,0.001,2.68,0.173,,,,0.0553,
3899,,,,,Depressants (excluding Methaqualone),0.00777999982610345,0.0207799995355308,0.00597999986633658,0.007419999927282329,0.00300000002607703,0.00300000002607703,0.108000002801418,0.0379999987781048,0.0280000008642673,0.127000004053116,0.386000007390976,,,,,0.00735999983549118,0.0154399996548891,0.0194499995652586,0.0257699994239956,0.021219999525696,0.048939998928457504,0.0368899991754442,0.0177099997606128,0.349449992211536,0.0467999989539385,1.9261499576624501,0.053549998847767705,0.701919984310865,0.345669993592426,,,,,,,,,,
3900,,,,,Ephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
3901,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
3902,,,,,Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00380004476011,,,,,,,,
3903,,,,,LSD,2.49999993684469e-07,3.09999992168741e-06,3.89999990147771e-06,,2.99999992421363e-07,6.99999982316513e-07,,0.0020000000949949,0.796000003814697,0.00800000037997961,,,,,,5.49999986105831e-07,3.52499991095101e-05,4.19999989389908e-06,1.30499996703293e-05,9.2249997669569e-05,0.000305299992287473,0.000179399995467975,0.000489249987640505,2.57499993495003e-05,7.3899998133129e-05,0.003016549999581912,0.015048399998777313,0.000136999996539089,8.22999986787909e-05,0.000127599996776553,,0.00152514996147147,0.020038049999038778,22.730718068743208,0.01006244999842238,0.004831149997444736,0.0006558999970721196,0.016284199998125547,0.1366501499987331
3904,,,,,Methaqualone,,,,,,,0.0579999983310699,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,,,,,
3905,,,,,Non-specified,0.0529999993741512,0.00700000021606684,,,,,0.0579999983310699,,,,,,,,,0.200000002980232,,0.001070000045932828,1.99999995529652e-05,0.021269999993965033,,,,,,,,,,,,,,,,,,,
3906,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,0.003,0.5663000000193714,0.20390000001341105,1.2476000000238419,0.02450000002235174,0.604,0.052,0.01870000001043081,0.397,,,,,,,,,
3907,,,,,Not available,,,,,,,,,,,,,,,,,,,,,,,,,24.468,,,,,,,,,,,,,,
3908,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1112000013589859,9.26,7.0,0.00677,0.02336,1.893100000615418,88.42181000029207
3909,,,,,Other illicit opioids,,,,,0.00300000002607703,,0.017000000923872,,,,,,,,,,,0.00052500000782311,0.000875000013038516,0.00052500000782311,0.000375000005587935,20.910550000008197,0.009050000000745058,0.017900000013411046,0.00562500008381903,0.00412500006146729,0.0029250000435859,0.00455000006780028,0.00150000002235174,0.00202500001527369,,,,,,,,,
3910,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01803,,
3911,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.26,0.101,0.10517,1.02,242.37,0.315
3912,,,,,Other precursors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,4821.0
3913,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,0.093,185.468,,,,,,,,,,,0.14957,,
3914,,,,,Other types of cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.534,13.0,
3915,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00445000006631017,,,0.00305000004544854,94.46120000016094,0.0565000000372529,0.009160000046938654,0.09861000004991889,0.00525000004246831,0.000350000005215406
3916,,,,,Phenethylamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.35,,,,,0.022374999554418,
